id_tweet,username,text,date,url,reply_count,retweet_count,like_count,quote_count
1328822927685546e3,poder360,Senadora Kátia Abreu (@KatiaAbreu) é diagnosticada com #covid-19  https://t.co/QhcKPIvXek,2020-11-17T22:10:48Z,https://twitter.com/Poder360/status/1328822927685545984,1,3,8,1
1129040326210015200,poder360,"#Opinião | “Estado com poder de intervenção na vida do cidadão, ou “Estado liberal” com atuação limitada?“, questiona a senadora Kátia Abreu (@KatiaAbreu).  https://t.co/Rc3GwQTe0g",2019-05-16T15:06:04Z,https://twitter.com/Poder360/status/1129040326210015235,2,4,9,0
1128979318594572300,poder360,"#Opinião | “Estado com poder de intervenção na vida do cidadão, ou “Estado liberal” com atuação limitada?“, questiona Kátia Abreu (@KatiaAbreu).  https://t.co/Rc3GwQTe0g",2019-05-16T11:03:39Z,https://twitter.com/Poder360/status/1128979318594572288,0,1,2,1
1399807963091583e3,katiaabreu,"CoronaVac: “Vitória da ciência“, diz Butantan após chancela da OMS. Parabéns Butantan e parabéns a China. https://t.co/tgMVzyFTIH",2021-06-01T19:20:00Z,https://twitter.com/KatiaAbreu/status/1399807963091582983,61,21,291,4
1399806971629510700,katiaabreu,CPI da Covid: Nise nega ter indicado alteração de bula da cloroquina. “Agora virou foi duelo da Cloroquina contra a ciência.” Eu https://t.co/uOu1W8JloF,2021-06-01T19:16:03Z,https://twitter.com/KatiaAbreu/status/1399806971629510657,19,6,81,0
1399556915747868700,katiaabreu,Só aceito campeonato da vacina. Diga não a outro foco. Vacina é foco único.,2021-06-01T02:42:25Z,https://twitter.com/KatiaAbreu/status/1399556915747868677,250,222,2481,17
1399556606250135600,katiaabreu,"Se Argentina e Chile recusaram a Copa América , porque nós vamos aceitar com quase 500.000 mortos? Será que o Neymar vai correr pro abraço com a alegria de sempre? Não vai não. Não venha Neymar.",2021-06-01T02:41:12Z,https://twitter.com/KatiaAbreu/status/1399556606250135556,96,41,542,8
139951143635166e4,katiaabreu,@andyprincipe Sua mãe é novinha? Há outra opção pra não ficar velhinho querido. Vc pode gostar,2021-05-31T23:41:42Z,https://twitter.com/KatiaAbreu/status/1399511436351660045,0,0,1,0
1399510897152905200,katiaabreu,@LUIZBOR85085881 Palhaço é vc que quer distrair o povo com Copa América.,2021-05-31T23:39:34Z,https://twitter.com/KatiaAbreu/status/1399510897152905217,1,0,0,0
1399509650215682e3,katiaabreu,Argentina recusou exatamente por causa da Covid. Estamos entrando numa 3ª onda e o povo quer fazer copa América.,2021-05-31T23:34:36Z,https://twitter.com/KatiaAbreu/status/1399509650215682055,975,69,1061,39
1399490998078746600,katiaabreu,"Copa América ou Copa do Negacionismo? Comemorar o que gente? Seleção dos entubados, do luto, do choro. Faça me o favor. Seria um tapa na cara das famílias das vítimas. Quero o campeonato da vacina! Dessa eu sou parceira e aplaudo. Vou pedir convocação do Pres.da CBF.",2021-05-31T22:20:29Z,https://twitter.com/KatiaAbreu/status/1399490998078746625,1792,263,2157,98
1399817895266369500,delucca,👠Sapatada na cara do @Sen_Alessandro 🪓Motosserra selvagem da @KatiaAbreu  🚀Míssil teleguiado do @SenadorRogerio  🤦🏽Passada na cara do histórico de ministro do @senadorhumberto,2021-06-01T19:59:28Z,https://twitter.com/delucca/status/1399817895266369539,3,11,121,0
1400228637115392e3,randolfeap,@BuzzFeedBrasil @KatiaAbreu Vou sondar 🤔,2021-06-02T23:11:36Z,https://twitter.com/randolfeap/status/1400228637115392001,7,0,561,1
1400259380730269700,jorginhomello,"@sebrae @CarlosMelles @jairbolsonaro @ricardosilva @govbr @MinEconomia @KatiaAbreu @joicehasselmann Grande parceiro, @CarlosMelles e equipe Sebrae.",2021-06-03T01:13:46Z,https://twitter.com/jorginhomello/status/1400259380730269703,0,0,0,0
1400288078263206e3,katiaabreu,Olha aí gente! https://t.co/sQs7bjjJqt,2021-06-03T03:07:48Z,https://twitter.com/KatiaAbreu/status/1400288078263205900,61,10,220,11
1400287839024205800,katiaabreu,https://t.co/m0nBBIgK5C IGUAL CLOROQUINA. SERVE PRA TANTA COISA.,2021-06-03T03:06:51Z,https://twitter.com/KatiaAbreu/status/1400287839024205832,13,1,38,1
1400287482122539e3,katiaabreu,Cloroquina do tempo antigo. Meu tempo. Tinha que tomar debaixo de chicote. Leiam a bula pelo amor de Deus! https://t.co/exbgmCB2qn,2021-06-03T03:05:26Z,https://twitter.com/KatiaAbreu/status/1400287482122539015,114,35,632,14
1400288127265222700,jairmearrependi,"@KatiaAbreu Minha primeira cachacinha, Katia. Sdds.",2021-06-03T03:08:00Z,https://twitter.com/jairmearrependi/status/1400288127265222659,2,0,77,0
1401167596146376700,katiaabreu,https://t.co/8kDAHixXUo,2021-06-05T13:22:42Z,https://twitter.com/KatiaAbreu/status/1401167596146376707,10,2,47,0
1401154802042687500,katiaabreu,"Neste Dia do Meio Ambiente, enviei um comunicado para diversos países reiterando que o povo brasileiro não concorda com a postura do governo Bolsonaro e do ministro do Meio Ambiente Ricardo Salles em relação ao desmatamento. Assista! https://t.co/3dzDmx0ZEq",2021-06-05T12:31:51Z,https://twitter.com/KatiaAbreu/status/1401154802042687491,1080,41,444,57
1401133866476355600,katiaabreu,Bom dia a todos! https://t.co/YIMT3emcbG,2021-06-05T11:08:40Z,https://twitter.com/KatiaAbreu/status/1401133866476355590,64,17,323,32
1401503738091741200,sen_alessandro,"@RachelSherazade @Rei2021rei @perdidoepelado @direitoprudente @angelocoronel_ @SenadorRogerio @elizianegama @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM Construir a maioria absoluta favorável à exoneração é o desafio. Hoje não parece provável, mas meu voto eu garanto. Aras é uma vergonha para a instituição",2021-06-06T11:38:24Z,https://twitter.com/Sen_Alessandro/status/1401503738091741188,84,103,963,23
1401584878244843500,katiaabreu,@afonsoborges @gilbertogil Show ! Parabéns!,2021-06-06T17:00:49Z,https://twitter.com/KatiaAbreu/status/1401584878244843521,1,0,2,0
1401584590637121500,katiaabreu,@IVG2909 A meta é chegar a 30% de mulheres no topo da carreira até o 1° semestre de 2022. O equilíbrio é saudável em todos os sentidos. São sinais alvissareiros de civilidade.,2021-06-06T16:59:41Z,https://twitter.com/KatiaAbreu/status/1401584590637121543,8,2,44,1
1401583349349638100,katiaabreu,@IVG2909 Tudo será diferente nestes 2 anos à frente da CRE. Tenho um acordo com o Chanceler de priorizarmos o equilíbrio de genero.,2021-06-06T16:54:45Z,https://twitter.com/KatiaAbreu/status/1401583349349638145,2,0,36,0
1401582482923872300,katiaabreu,https://t.co/fkufvGzOM4 Solicitei ao Chanceler França o equilíbrio de gênero nos postos importantes no mundo. Temos um acordo firme nessa direção.,2021-06-06T16:51:18Z,https://twitter.com/KatiaAbreu/status/1401582482923872261,17,6,134,3
1401647178066526200,rachelsherazade,@TSchnut @angelocoronel_ @SenadorRogerio @elizianegama @Sen_Alessandro @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM vamos fazer pressão e retuitar até chegar aos senadores. Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-06T21:08:23Z,https://twitter.com/RachelSherazade/status/1401647178066526211,0,0,2,0
1401644667238817800,rachelsherazade,@FilhoDeOgum_ @randolfeap @OmarAzizSenador @senadorhumberto @elizianegama @SimoneTebetms @KatiaAbreu @ottoalencar Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-06T20:58:24Z,https://twitter.com/RachelSherazade/status/1401644667238817796,1,1,5,0
1401643392489111600,rachelsherazade,@magusaerosilver @guilherme_amado @angelocoronel_ @SenadorRogerio @elizianegama @Sen_Alessandro @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-06T20:53:20Z,https://twitter.com/RachelSherazade/status/1401643392489111560,0,1,3,0
1401642731450024e3,rachelsherazade,@roggerwins @senadorcidgomes @acirgurgacz @OmarAzizSenador @renancalheiros @randolfeap @KatiaAbreu Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-06T20:50:43Z,https://twitter.com/RachelSherazade/status/1401642731450023938,1,1,2,0
1401619421194559500,rachelsherazade,"@Sen_Alessandro @Rei2021rei @perdidoepelado @direitoprudente @angelocoronel_ @SenadorRogerio @elizianegama @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM Obrigada, Senador! Tenho acompanhado seu trabalho. Vejo que é um parlamentar aguerrido, dedicado. Reconhecemos os seus esforços na #CPIdaCovid Temo que esse trabalho seja desperdiçado ao cair nas mãos do PGR que tem blindado o PR e seus ministros de qq investigação.",2021-06-06T19:18:05Z,https://twitter.com/RachelSherazade/status/1401619421194559488,3,9,212,0
1401422312923177e3,rachelsherazade,@infofintwit @SimoneTebetms @elizianegama @leiladovolei @senadorcidgomes @jaqueswagner @alvarodias_ @paulopaim @joseserra_ @maragabrilli @KatiaAbreu Não basta QUERER. É preciso fazer - nem que seja BARULHO! #SenadoExoneraOPGR,2021-06-06T06:14:51Z,https://twitter.com/RachelSherazade/status/1401422312923176962,0,3,4,0
1401421913012977700,rachelsherazade,@FabioSe7en @blogdopannunzio @randolfeap @OmarAzizSenador @elizianegama @senadorhumberto @Sen_Alessandro @ottoalencar @tesoureiros @desmentindobozo @AgendaDoJair @jairmearrependi @KatiaAbreu Não basta QUERER. É preciso fazer - nem que seja BARULHO! #SenadoExoneraOPGR,2021-06-06T06:13:15Z,https://twitter.com/RachelSherazade/status/1401421913012977664,1,12,35,0
1401413055162949600,rachelsherazade,"@Rei2021rei @perdidoepelado @direitoprudente @angelocoronel_ @SenadorRogerio @elizianegama @Sen_Alessandro @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM Tamo junto, amigo!",2021-06-06T05:38:04Z,https://twitter.com/RachelSherazade/status/1401413055162949634,0,0,3,0
1401412687213518800,rachelsherazade,"@Rei2021rei @direitoprudente @perdidoepelado @angelocoronel_ @SenadorRogerio @elizianegama @Sen_Alessandro @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM Isso, Rei! Duas hipóteses",2021-06-06T05:36:36Z,https://twitter.com/RachelSherazade/status/1401412687213518850,1,0,3,0
1401412036786020400,rachelsherazade,"@Rei2021rei @perdidoepelado @direitoprudente @angelocoronel_ @SenadorRogerio @elizianegama @Sen_Alessandro @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM Sao duas as hipóteses de exoneração, amigo. O único Poder capaz de exonerar o PGR DE OFÍCIO é o Legislativo (através do Senado, por maioria de votos) . O PR TAMBÉM pode exonerar o PGR, mas não de ofício. O ato depende da validação do Senado.",2021-06-06T05:34:01Z,https://twitter.com/RachelSherazade/status/1401412036786020353,4,13,118,0
1401411464842338300,rachelsherazade,@perdidoepelado @direitoprudente @Rei2021rei @angelocoronel_ @SenadorRogerio @elizianegama @Sen_Alessandro @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM Há pelo menos 2 hipóteses de exoneração do PGR: por inciativa do PR com aprovação do Senado E de ofício pelo Senado por maioria absoluta!,2021-06-06T05:31:44Z,https://twitter.com/RachelSherazade/status/1401411464842338306,0,0,2,0
1401392253550145500,rachelsherazade,@cleitonmoya @randolfeap @OmarAzizSenador @renancalheiros @ottoalencar @senadorhumberto @tassojereissati @alessandromolon @Sen_Alessandro @SenadorRogerio @zenaidern @ContaratoSenado @PTnoSenado @SimoneTebetms @elizianegama @leiladovolei @senadorcidgomes @jaqueswagner @alvarodias_ @paulopaim @joseserra_ @maragabrilli @KatiaAbreu Bora pressionar,2021-06-06T04:15:24Z,https://twitter.com/RachelSherazade/status/1401392253550145537,1,0,2,0
1401392213616115700,rachelsherazade,@Rei2021rei @angelocoronel_ @SenadorRogerio @elizianegama @Sen_Alessandro @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM Bora fazer pressão,2021-06-06T04:15:14Z,https://twitter.com/RachelSherazade/status/1401392213616115715,2,3,116,0
1.4019531745844961e+18,o_antagonista,".@KatiaAbreu, presidente da Comissão de Relações Exteriores do Senado, comentou nesta segunda (7) a decisão do Exército de não punir Pazuello por participar de comício bolsonarista. https://t.co/Jhp6OS2zDB",2021-06-07T17:24:18Z,https://twitter.com/o_antagonista/status/1401953174584496140,16,7,73,4
1401719351359721500,rachelsherazade,@miceli_lu @Nati_Tuller @randolfeap @senadorhumberto @OmarAzizSenador @SenadorRogerio @SimoneTebetms @KatiaAbreu @ottoalencar @ContaratoSenado @EduardoBraga_AM @renancalheiros @leiladovolei @maragabrilli @elizianegama @tassojereissati @angelocoronel_ @zenaidern @senadorjean vamos fazer pressão e retuitar até chegar aos senadores. Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-07T01:55:10Z,https://twitter.com/RachelSherazade/status/1401719351359721473,2,1,3,1
1401718569906458600,rachelsherazade,@MiguelBartEnkel @OmarAzizSenador @randolfeap @renancalheiros @elizianegama @Sen_Alessandro @leiladovolei @SenadorRogerio @SimoneTebetms @tassojereissati @KatiaAbreu @ottoalencar @zenaidern @senadorjean @senadorhumberto @EduardoBraga_AM @camarotedacpi vamos fazer pressão e retuitar até chegar aos senadores. Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-07T01:52:04Z,https://twitter.com/RachelSherazade/status/1401718569906458625,0,0,4,0
1401718427090313200,rachelsherazade,@oficialjotabe @angelocoronel_ @SenadorRogerio @elizianegama @Sen_Alessandro @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM vamos fazer pressão e retuitar até chegar aos senadores. Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-07T01:51:30Z,https://twitter.com/RachelSherazade/status/1401718427090313216,1,2,6,0
1401715419614961700,rachelsherazade,@Welpmoraes @randolfeap @OmarAzizSenador @renancalheiros @KatiaAbreu vamos fazer pressão e retuitar até chegar aos senadores. Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-07T01:39:33Z,https://twitter.com/RachelSherazade/status/1401715419614961668,0,0,2,0
1401715164064387e3,rachelsherazade,@knowandgreet @paulopaim @angelocoronel_ @SenadorRogerio @elizianegama @Sen_Alessandro @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM @leiladovolei @jaqueswagner @zenaidern vamos fazer pressão e retuitar até chegar aos senadores. Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-07T01:38:32Z,https://twitter.com/RachelSherazade/status/1401715164064387072,0,0,2,0
1401713565887836200,rachelsherazade,@danilomacielba @Sen_Alessandro @Rei2021rei @perdidoepelado @direitoprudente @angelocoronel_ @SenadorRogerio @elizianegama @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM vamos fazer pressão e retuitar até chegar aos senadores. Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-07T01:32:11Z,https://twitter.com/RachelSherazade/status/1401713565887836165,0,2,6,0
1401713517728866300,rachelsherazade,@leobertho @Sen_Alessandro @Rei2021rei @perdidoepelado @direitoprudente @angelocoronel_ @SenadorRogerio @elizianegama @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM vamos fazer pressão e retuitar até chegar aos senadores. Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-07T01:31:59Z,https://twitter.com/RachelSherazade/status/1401713517728866305,0,1,3,0
1401712581631434800,rachelsherazade,@miceli_lu @randolfeap @senadorhumberto @OmarAzizSenador @SenadorRogerio @SimoneTebetms @KatiaAbreu @ottoalencar @ContaratoSenado @EduardoBraga_AM @renancalheiros @leiladovolei @maragabrilli @elizianegama @tassojereissati @angelocoronel_ @zenaidern @senadorjean vamos fazer pressão e retuitar até chegar aos senadores. Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-07T01:28:16Z,https://twitter.com/RachelSherazade/status/1401712581631434754,2,2,2,1
1401712267637440500,rachelsherazade,@barcelrafael @angelocoronel_ @SenadorRogerio @elizianegama @Sen_Alessandro @randolfeap @renancalheiros @OmarAzizSenador @senadorhumberto @ottoalencar @tassojereissati @ContaratoSenado @KatiaAbreu @EduardoBraga_AM vamos fazer pressão e retuitar até chegar aos senadores. Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-07T01:27:01Z,https://twitter.com/RachelSherazade/status/1401712267637440516,0,8,28,1
1401708213708468200,rachelsherazade,@FilhoDeOgum_ @randolfeap @OmarAzizSenador @senadorhumberto @elizianegama @SimoneTebetms @KatiaAbreu @ottoalencar Não basta QUERER. É preciso FAZER! #SenadoExoneraOPGR,2021-06-07T01:10:55Z,https://twitter.com/RachelSherazade/status/1401708213708468226,0,2,2,0
1402686192609632300,katiaabreu,Comunicado relevante https://t.co/cXpIszh7Ig,2021-06-09T17:57:03Z,https://twitter.com/KatiaAbreu/status/1402686192609632263,18,7,123,1
1402685929165406200,katiaabreu,Há 24 horas a cidade de NewYork não contabiliza mortes por Covid. Graças a Deus. Parabéns pelo trabalho eficiente. É assim que o Brasil tem que seguir. Dizer adeus a Covid e não aos nossos entes queridos.,2021-06-09T17:56:00Z,https://twitter.com/KatiaAbreu/status/1402685929165406211,76,37,605,3
1403023166209921e3,katiaabreu,Votarei contra o PL 5.595/ 20. Volta as aulas só depois de toda escola vacinada. Segurança total.,2021-06-10T16:16:04Z,https://twitter.com/KatiaAbreu/status/1403023166209921029,448,251,2970,48
1402938809998790700,katiaabreu,https://t.co/sROqpNtjG6 EQUIVOCO NA CITAÇÃO E PEDIDO DE DESCULPAS.,2021-06-10T10:40:52Z,https://twitter.com/KatiaAbreu/status/1402938809998790658,55,2,82,2
1403398071334195200,senadofederal,"#CPIdaPandemia: Metade das 480 mil mortes por covid-19 poderia ter sido evitada se o Brasil tivesse seguido protocolos e comprado vacinas mais cedo, segundo estimativa do médico Claudio Maierovitch em resposta a @KatiaAbreu  #CPIdaCovid",2021-06-11T17:05:48Z,https://twitter.com/SenadoFederal/status/1403398071334195201,409,18,92,13
1403679110816317400,katiaabreu,https://t.co/q9ezWU2Fr8 ESTA É UMA ÓTIMA NOTÍCIA PARA O BRASIL. PARABÉNS AO CHANCELER FRANÇA.,2021-06-12T11:42:33Z,https://twitter.com/KatiaAbreu/status/1403679110816317442,11,0,53,0
1403753884976353300,felipeneto,@fiscaldoibama @x_lucas_y @Ruivo367 @KatiaAbreu Sério... A vontade é de não postar mais nada. Os alecrim dourado não aceitam ajuda de quem usa blockchain.  Obrigado por esse post. Temos q exigir melhorias na blockchain SIM! Mas o problema nacional é DESESPERADOR.,2021-06-12T16:39:41Z,https://twitter.com/felipeneto/status/1403753884976353281,13,9,311,0
1403740643218923500,felipeneto,"@x_lucas_y @Ruivo367 @fiscaldoibama @KatiaAbreu Meu Deus do céu irmão, o problema não é NFT, é a blockchain e mineração. Tira o NFT e o consumo de energia de mineração continua.  Pqp...",2021-06-12T15:47:04Z,https://twitter.com/felipeneto/status/1403740643218923520,6,5,163,1
1403739389528772600,felipeneto,@x_lucas_y @Ruivo367 @fiscaldoibama @KatiaAbreu E por isso devemos exigir regulação quanto à mineração. O problema tem soluções sem ter que pedir para acabar com a blockchain por consumir muita energia elétrica.  Imagine se tivessem feito isso com a própria internet.,2021-06-12T15:42:05Z,https://twitter.com/felipeneto/status/1403739389528772618,3,1,142,1
1403736718122098700,felipeneto,"@Ruivo367 @fiscaldoibama @KatiaAbreu Vc achou essa informação onde? No Google? Usando um iPhone ou um Samsung? E qual NFT vc se refere? Qual cripto?  Vc chama de paralelo irreal, eu chamo seu tweet de lacração estúpida. Ao invés de buscar alternativas pra melhorar uma tecnologia, começa a condená-la por likes.",2021-06-12T15:31:28Z,https://twitter.com/felipeneto/status/1403736718122098688,16,2,238,3
1403733874023207e3,felipeneto,@Ruivo367 @fiscaldoibama @KatiaAbreu Né vc q tá usando internet pra postar esse tweet?,2021-06-12T15:20:10Z,https://twitter.com/felipeneto/status/1403733874023206916,8,0,348,2
1403732392427262e3,felipeneto,"Olá Senadora @KatiaAbreu - gostaria de saber o que a senhora pensa sobre o projeto de lei de licenciamento ambiental, já que será a relatora.  Pq tá na hora da internet brasileira ficar sabendo de tudo sobre o que vocês estão tramando e fazendo...  Alguma posição?",2021-06-12T15:14:17Z,https://twitter.com/felipeneto/status/1403732392427261952,152,515,9419,45
1404077297070706700,katiaabreu,https://t.co/2ZcV5TwLVX,2021-06-13T14:04:48Z,https://twitter.com/KatiaAbreu/status/1404077297070706693,10,1,17,0
1.4040704536316641e+18,katiaabreu,Esta data também marca que metade do ano se foi. Vamos fazer seus pedidos de casório! Homens e mulheres tem o direito! https://t.co/K0jz7Vgn8R,2021-06-13T13:37:37Z,https://twitter.com/KatiaAbreu/status/1404070453631664141,7,8,94,0
1404063982193893400,katiaabreu,https://t.co/nXEQmHMGNV,2021-06-13T13:11:54Z,https://twitter.com/KatiaAbreu/status/1404063982193893376,4,4,61,0
1404992888233148400,katiaabreu,FHC: “as pessoas precisam gostar do seu momento.”,2021-06-16T02:43:02Z,https://twitter.com/KatiaAbreu/status/1404992888233148418,5,0,33,1
1404992450297487400,katiaabreu,FHC agora na Globonewus sendo entrevistado por Roberto DAvila. Muito boa!,2021-06-16T02:41:18Z,https://twitter.com/KatiaAbreu/status/1404992450297487365,18,7,77,0
1404994841583497200,katiaabreu,FHC: “conversar com todo mundo é civilidade”,2021-06-16T02:50:48Z,https://twitter.com/KatiaAbreu/status/1404994841583497218,6,5,67,0
1404994255555281e3,katiaabreu,FHC: “a cadeira de presidente da república é cheia de espinhos”,2021-06-16T02:48:28Z,https://twitter.com/KatiaAbreu/status/1404994255555280898,9,1,36,0
1404994040479858700,katiaabreu,FHC: “ polarização leva ao isolamento. Tem que conversar”,2021-06-16T02:47:37Z,https://twitter.com/KatiaAbreu/status/1404994040479858690,3,2,33,0
1404993482910056400,katiaabreu,FHC: “o Brasil naturalizou a pobreza”,2021-06-16T02:45:24Z,https://twitter.com/KatiaAbreu/status/1404993482910056451,1,2,48,2
1404993168416952300,katiaabreu,FHC: “ presidência da república é destino.”,2021-06-16T02:44:09Z,https://twitter.com/KatiaAbreu/status/1404993168416952323,5,1,29,0
1404998991973130200,katiaabreu,FHC: “ ter medo é péssimo”,2021-06-16T03:07:17Z,https://twitter.com/KatiaAbreu/status/1404998991973130243,112,1,39,3
1404998751048155100,katiaabreu,FHC: “ cometeu-se um erro no Brasil ao televisionar as sessões do STF”,2021-06-16T03:06:20Z,https://twitter.com/KatiaAbreu/status/1404998751048155139,68,16,254,4
1404998307647266800,katiaabreu,FHC:” não gosto do impeachment. Sou institucional. Melhor esperar outra eleição.”,2021-06-16T03:04:34Z,https://twitter.com/KatiaAbreu/status/1404998307647266820,45,3,102,6
1.4049980018783519e+18,katiaabreu,FHC: “ nos governos precisa de gente que valorize a liberdade”,2021-06-16T03:03:21Z,https://twitter.com/KatiaAbreu/status/1404998001878351872,8,1,26,0
140499777333069e4,katiaabreu,FHC: “ os militares são normais e não vejo riscos”,2021-06-16T03:02:27Z,https://twitter.com/KatiaAbreu/status/1404997773330690048,9,4,31,1
1404997377807822800,katiaabreu,@andrearoeirap Eu sei. Não quero destruir cavernas pois também são importantes para o turismo da região. Mas temos que terminar de asfaltar os 8 Km. O que fazer? Tem que dar e ter solução.,2021-06-16T03:00:53Z,https://twitter.com/KatiaAbreu/status/1404997377807822852,0,0,2,0
1404996913892581400,katiaabreu,Roberto DAvila é uma simpatia.,2021-06-16T02:59:02Z,https://twitter.com/KatiaAbreu/status/1404996913892581379,7,1,23,0
1404996694417281e3,katiaabreu,FHC muito lúcido e com memória invejável aos 90 anos. Gosto muito dele. Deixou grande legado.,2021-06-16T02:58:10Z,https://twitter.com/KatiaAbreu/status/1404996694417281024,24,5,203,1
1404995357629718500,katiaabreu,"FHC : “Lula nunca foi vermelho, de esquerda. É um democrata”",2021-06-16T02:52:51Z,https://twitter.com/KatiaAbreu/status/1404995357629718528,421,118,1548,40
1405913888026148900,vicentinhojr,@dj0bas @monticelli_dani @EduardoGomesTO @irajasenador @KatiaAbreu @Carlos_Gaguim @CelioMouraTO @profdorinha @deposiresdamaso @tiago_dimas Respondemos detalhadamente no Instagram.,2021-06-18T15:42:46Z,https://twitter.com/vicentinhojr/status/1405913888026148864,0,0,3,0
1406106539161759700,felipeneto,"Sem contar no PL do Licenciamento Ambiental, q a @KatiaAbreu se recusou a me responder.  Ela está disposta a entregar as terras brasileiras ao interesse econômico internacional e está pouco se lixando pro povo.  Queria saber o q o @cirogomes pensa disso, já q tinha ela como vice.",2021-06-19T04:28:17Z,https://twitter.com/felipeneto/status/1406106539161759748,115,268,6341,8
1140266430849593300,carteiroreaca,@KatiaAbreu Como a senhora fazia pra passar tanta vergonha antes do Twitter? Não inverta a realidade! A polícia já tem suas armas e podem ainda ter outras melhores. Se depender de você eles jamais terão. Quem passa pano pra milícia e para criminoso é justamente quem quer desarmar o povo!,2019-06-16T00:00:00Z,https://twitter.com/carteiroreaca/status/1140266430849593344,9,28,487,NA
1376332144902078500,chico_dangelo,Minha solidariedade e apoio a senadora @KatiaAbreu parlamentar respeitada por todos no Congresso brasileiro. O insignificante Ernesto Araujo é um  dos responsáveis junto com Bolsonaro pela tragédia da falta de vacinas no Brasil.,2021-03-29T00:00:00Z,https://twitter.com/chico_dangelo/status/1376332144902078472,1,7,108,NA
1244450345973096400,chico_dangelo,@KatiaAbreu @KatiaAbreu  Vai correr tudo bem com o Iratã. Tem q respeitar a quarentena. Abs.,2020-03-30T00:00:00Z,https://twitter.com/chico_dangelo/status/1244450345973096451,0,0,2,NA
1376525577360965600,cirogomes,"Esse despreparado, sócio de genocida ministro das Relações Exteriores, atacou minha amiga e grande brasileira, @KatiaAbreu, em uma tentativa de atingir todo o Senado. Kátia tem espírito público e é seria, atributos que faltam a todos que fazem parte desse governo criminoso!",2021-03-29T00:00:00Z,https://twitter.com/cirogomes/status/1376525577360965636,238,416,4082,NA
1091482018003734500,conexaopolitica,"VÍDEO: Veja o exato momento em que a senadora @KatiaAbreu, sem autorização, pega os documentos do presidente da sessão para criar um cenário que favorece o senador @RenanCalheiros. https://t.co/SR6m89boCb https://t.co/q2GIarkHDv",2019-02-01T00:00:00Z,https://twitter.com/conexaopolitica/status/1091482018003734528,78,195,656,NA
1376611411506442200,cynaramenezes,"senadora @KatiaAbreu, olha como estão se referindo à senhora. @TwitterSeguro não vai tomar nenhuma atitude? https://t.co/6K0e0kRTpS",2021-03-29T00:00:00Z,https://twitter.com/cynaramenezes/status/1376611411506442244,6,20,87,NA
1165305304445268e3,da_direita,@KatiaAbreu Vc é uma aberração política.,2019-08-24T00:00:00Z,https://twitter.com/da_direita/status/1165305304445267974,0,0,5,NA
